"id_meteo","id_pays","annee","automne_tavg","hiver_tavg","printemps_tavg","ete_tavg","automne_tmax","hiver_tmax","printemps_tmax","ete_tmax","automne_tmin","hiver_tmin","printemps_tmin","ete_tmin"
"415","65","2020","26.1407","27.5253","27.7326","27.1304","30.8978","33.733","32.2652","31.8304","22.5132","22.2495","23.6348","23.2109"
"416","66","2020","26.4022","28.0703","27.375","25.462","30.022","32.1835","31.0761","28.2576","23.3264","24.1901","24.1946","23.3228"
"417","68","2020","6.38462","2.03516","7.63478","15.8304","8.67363","3.95055","11.7022","19.6174","4.0956","-0.112088","3.10109","11.6435"
"418","71","2020","7.09121","4.11868","6.63696","10.4804","8.89121","6.22527","9.38261","12.837","5.14066","1.60667","4.25604","8.68913"
"419","72","2020","25.1857","26.4736","24.9966","23.7891","28.8344","30.4965","28.6614","27.2989","22.0655","23.1444","21.9591","20.693"
"420","73","2020","6.66044","1.91319","8.20109","16.1946","8.7011","3.83626","12.0739","19.587","4.52198","-0.0989011","4.48478","12.75"
"421","74","2020","10.9099","8.13407","15.2043","21.4685","14.0725","11.2648","21.0565","27.6293","8.22528","5.52308","10.2228","16.3978"
"422","75","2020","25.6165","26.2527","24.7902","25.1087","32.1286","30.6703","30.5207","32.3967","16.5022","20.6","15.712","15.1924"
"423","76","2020","26.2473","27.4066","27.1924","25.225","29.8527","30.9495","30.9946","28.9272","22.6077","23.8747","24.0261","21.7359"
"424","77","2020","23.9231","24.8604","23.5913","21.2152","27.4604","29.4714","27.313","24.6065","19.5154","15.2077","17.9913","17.2913"
"425","78","2020","26.5022","28.0747","27.3859","25.4891","29.1187","30.9945","30.2435","27.7576","24.3714","25.2","24.6717","23.7826"
"426","79","2020","26.6813","26.1198","26.3848","27.0272","33.6604","35.3747","34.4967","31.65","20.956","18.5978","21.0272","23.4185"
"427","81","2020","8.32747","5.32527","11.6652","18.7261","11.0418","7.84945","16.388","23.375","5.94835","2.97582","6.65326","14.0293"
"428","82","2020","27.4516","29.0725","28.3337","25.7522","31.3945","33.6242","32.5054","29.0902","24.6747","26.1308","25.4859","23.7196"
"429","83","2020","17.6813","14.5484","18.1902","23.7837","20.2209","17.1747","21.1457","27.0043","15.3022","12.1824","15.6272","21.0772"
"430","84","2020","17.8527","11.556","18.6761","27.8783","22.0681","15.3396","23.475","32.6598","14.6242","8.22747","14.0609","23.2087"
"431","85","2020","-1.82747","-8.97692","1.0413","7.59457","0.547253","-6.51648","3.29239","10.4793","-3.35934","-10.5637","-1.58587","4.70217"
"432","86","2020","27.5714","26.3308","27.5337","28.212","30.2824","29.1593","29.9","30.7283","25.2319","24.0516","25.587","25.8228"
"433","87","2020","24.7484","24.0538","25.9848","26.8424","29.5275","28.2582","30.0087","31.0293","16.3143","16.4451","20.0935","18.3902"
"434","88","2020","27.567","26.7308","28.3228","28.3315","30.5791","30.1989","31.6283","31.5533","24.9758","24.2868","25.8054","25.8326"
"435","90","2020","11.9176","8.58352","12.2527","17.0337","13.5473","10.2352","15.2637","19.9174","10.2582","6.75165","9.62418","14.4652"
"436","91","2020","27.8341","28.1044","28.7","25.8489","30.9824","32.4055","31.8022","28.1859","24.4143","23.5879","24.6554","23.2685"
"437","92","2020","28.2055","27.2538","30.4674","27.0043","33.2681","35.2582","35.313","30.1957","22.1879","19.4571","22.9163","23.4185"
"438","93","2020","28.1187","26.5879","28.0804","27.9543","30.7209","29.4176","30.1717","30.7391","23.9275","22.9714","24.0848","23.8043"
"439","98","2020","23.5857","18.9681","25.562","29.6043","26.1758","21.6923","28.1707","32.3652","21.3824","16.744","23.4304","27.4174"
"440","99","2020","8.92857","4.17912","13.8217","21.5054","12.0429","7.86484","19.4489","27.4293","6.17253","0.936264","7.91848","15.4467"
"441","100","2020","3.7967","-0.0010989","5.83804","10.6087","6.23516","2.83956","9.11196","13.7772","1.25055","-2.97363","2.85326","8.075"
"442","101","2020","23.178","16.5516","30.537","32.4467","31.5198","24.1363","38.1424","37.2641","14.8385","10.1176","23.1511","27.3174"
"443","102","2020","28.3374","27.7308","28.8435","28.7326","32.1187","30.8835","32.5152","32.4283","25.5429","25.3363","26.1783","25.6217"
"444","104","2020","21.3791","12.6604","26.737","35.6185","28.4791","18.4396","33.5359","43.3804","14.8747","7.5011","19.4011","27.063"
"445","105","2020","8.53077","5.74835","10.25","14.7315","12.2242","9.35055","15.7283","19.3967","5.57143","2.84945","6.69783","11.9478"
"446","106","2020","9.8956","6.65494","10.6286","14.613","11.8044","8.43846","13.5747","16.7196","7.84066","4.61099","7.7978","12.5935"
"447","107","2020","21.3901","13.9747","20.7978","27.6011","27.1385","19.0176","26.45","32.0348","16.5363","9.41538","15.388","23.313"
"448","108","2020","14.2978","10.2604","17.6283","26.137","19.0879","15.1055","22.7924","32.5022","9.9956","5.68022","12.0783","20.4174"
"449","109","2020","27.2341","26.9286","28.1717","29.1707","31.5956","31.1527","31.7554","33.1978","22.6802","22.3725","24.0848","25.0207"
"450","110","2020","14.2846","7.73407","16.7239","25.7815","17.9538","12.1912","20.9522","29.312","11.1802","3.82637","12.5239","22.7685"
"451","111","2020","11.7033","8.36374","12.7121","17.4315","13.5165","10.1791","16.2088","20.6272","9.87802","6.31978","9.57802","14.663"
"452","113","2020","-1.84066","-7.73187","14.4261","20.0522","3.27253","-3.10659","21.1609","26.8272","-4.26374","-10.0286","9.78043","15.2065"
"453","115","2020","27.8099","28.2407","28.3033","28.2217","30.354","30.8272","30.6388","30.8724","25.7456","25.68","25.9483","25.8044"
"454","118","2020","24.5077","16.1187","30.6054","38.5435","31.5308","22.3495","37.612","46.0924","17.4165","9.53956","23.25","29.6837"
"455","119","2020","2","-0.707865","16.4379","22.7087","8.42418","4.76854","22.9448","30.1978","-3.7956","-5.44494","9.95632","15.1978"
"456","120","2020","26.5494","26.0824","30.5446","29.5337","31.5956","32.3769","35.513","33.6413","21.4802","20.0945","25.0174","25.4967"
"457","121","2020","7.33517","3.01209","9.56703","17.5641","9.47692","4.74396","13.3165","20.9587","5.25275","1.16154","5.88242","14.0043"
"458","122","2020","22.9385","14.8275","20.8511","27.8391","25.8308","17.7681","23.9901","30.0663","20.2725","12.0495","17.8945","25.5391"
"459","125","2020","20.3814","13.9967","22.8718","28.8531","25.35","19.13","29.0338","35.1156","16.6523","10.0956","17.6958","24.1063"
"460","126","2020","9.48571","6.63077","15.0901","21.3337","12.511","9.82088","19.7352","25.7913","7.29451","4.14176","10.9879","17.6924"
"461","127","2020","6.63956","2.4011","10.037","18.012","9.63187","5.21648","15.8341","23.6641","4.23297","0.149451","4.77802","13.025"
"462","128","2020","9.17802","6.45055","12.6489","19.8815","12.9868","9.85824","20.1587","27.55","4.82857","2.53077","4.29348","11.1435"
"463","129","2020","23.5132","18.5659","25.3315","29.7696","26.1033","21.2209","27.7054","32.2391","20.7802","16.0604","22.7076","26.7783"
"464","130","2020","12.7275","7.11209","17.9989","26.8283","17.9714","12.3374","23.0793","32.8685","7.03516","1.71538","10.0946","18.6957"
"465","134","2020","28.5637","28.7582","29.5359","28.8728","30.7165","31.0692","31.6098","30.9185","25.7934","26.6088","26.6935","25.9609"
"466","135","2020","28.6451","29.2835","33.5565","28.3446","36.6286","37.1253","39.9663","33.1207","20.2286","20.9","27.1533","24.0815"
"467","136","2020","18.9626","13.5033","18.7543","26.8087","22.4242","16.9176","22.8717","31.3554","15.7813","10.5275","15.3121","22.9272"
"468","137","2020","0","0","0","0","29.5385","29.6527","29.4783","30.287","26.2813","26.2901","25.8913","26.3315"
"469","138","2020","24.0593","25.1681","26.9022","27.0946","30.067","28.9451","30.562","31.4696","13.0066","20.2571","22.3696","16.8837"
"470","139","2020","26.7451","22.978","25.2337","28.1467","34.5319","31.7824","33.4696","31.5467","20.9604","15.9407","20.1902","25.4413"
"471","140","2020","24.1429","26.556","24.5152","21.8989","27.0901","29.6352","27.0196","24.3957","21.5264","23.9714","22.225","19.6522"
"472","141","2020","26.3923","25.9846","27.3109","25.1033","30.0923","31.3795","31.244","28.2228","21.3","16.0698","22.7573","22.313"
"473","143","2020","26.8615","27.7407","27.5109","27.2359","30.2846","29.8088","29.8163","30.9685","23.9462","25.3264","25.338","24.2565"
"474","144","2020","9.46044","4.75165","14.5283","23.6228","13.333","9.21209","20.4402","30.2457","5.83846","0.427473","8.38587","16.3109"
"475","145","2020","12.9231","9.16154","14.7587","23.125","16.8253","14.7055","19.6242","28.6609","9.96593","5.38681","10.1652","18.362"
"476","147","2020","13.9132","9.21538","18.0076","27.6087","18.2681","12.7077","22.2978","33.0272","9.13517","3.94176","11.8793","21.4087"
"477","149","2020","17.2011","12.933","18.1207","23.1098","22.6615","19.1978","22.5538","27.1152","11.8385","6.94066","12.5582","18.4967"
"478","150","2020","23.9626","26.5615","22.3761","19.663","28.9066","31.4066","28.0022","26.0152","19.6121","22.6516","17.5783","14.0815"
"479","153","2020","27.0953","28.0411","27.9397","27.4424","27.7686","28.5867","28.5","28.103","26.4023","27.4533","27.3471","26.8061"
"480","155","2020","9.44835","6.47143","11.8055","17.9174","12.1297","8.69341","16.367","21.9772","6.70879","3.99451","7.17473","13.8043"
"482","156","2020","23.608","26.5878","23.5985","20.2848","26.8759","29.7611","26.0206","23.103","21.0621","24.1778","21.7941","18.2212"
"483","157","2020","14.0275","16.8879","13.2478","10.6815","16.4099","19.9088","15.7978","13.2109","11.7945","14.5571","10.6783","7.97174"
"484","158","2020","26.5011","27.4857","28.1717","27.3554","31.1582","33.0538","32.8641","32.4217","22.9506","22.4484","24.062","23.7261"
"485","159","2020","30.9143","28.2978","35.8565","29.8793","37.6385","35.567","42.075","34.7337","24.5121","21.2714","29.838","25.6315"
"486","161","2020","24.5579","25.8969","24.7042","22.947","27.4895","29.2","28.075","26.0485","22.1737","22.6219","21.5611","20.1394"
"487","162","2020","19.5802","22.6396","19.4967","16.7793","22.2308","25.8462","21.7924","18.8033","17.1956","20.2956","17.3848","14.7644"
"488","116","2020","7.34066","-0.472527","14.9196","23.463","12.6516","4.58966","20.9435","27.7337","2.97033","-5.87302","10.3568","20.2554"
"489","163","2020","28.3962","27.1861","28.8405","29.226","31.3495","30.4495","32.5141","32.5663","25.9363","24.8374","26.3804","26.6152"
"490","164","2020","6.56484","2.46484","10.1576","15.9522","9.02088","5.14066","15.5391","21.2598","4.32198","-0.136264","5.03913","11.6848"
"491","165","2020","26.1571","21.744","31.2261","31.9196","31.1516","25.3319","35.3435","35.7772","21.1066","17.7121","27.7707","29.0239"
"492","167","2020","26.858","26.8525","27.2783","26.7478","28.5056","29.3344","32.1663","28.918","24.8652","24.7279","25.3707","24.8596"
"493","168","2020","17.8253","9.57143","18.8879","26.6446","24.7253","14.4022","25.9725","35.0087","12.8022","5.75055","11.9813","19.088"
"494","169","2020","26.0322","26.9604","27.3","26.3791","29.28","32.3418","31.8978","29.9758","23.62","22.2066","23.6326","23.6242"
"495","170","2020","27.2341","27.7311","27.1","26.1418","31.6385","32.4044","31.1953","30.0358","24.1099","23.9778","24.1024","23.2119"
"496","171","2020","26.8011","28.3747","22.1837","20.6663","34.6778","34.244","29.037","27.9935","20.2846","23.1187","15.875","14.5576"
"497","172","2020","17.9165","23.2538","20.1891","15.7848","20.8934","26.4901","23.163","17.7946","16.1418","21.0813","18.2141","14.4815"
"498","173","2020","27.9407","27.1505","30.0696","29.0022","30.9703","30.4626","33.6913","32.0652","24.9648","24.0275","26.4674","26.4261"
"499","174","2020","22.0517","24.1289","23.5629","20.0882","22.5655","24.6533","24.1242","20.6882","21.4966","23.5678","23.0339","19.5"
"500","175","2020","7.95604","3.93516","11.788","19.5011","10.9011","7.22418","16.9429","24.5793","5.18022","0.703297","5.85165","14.1554"
"501","176","2020","16.2549","13.4198","17.4457","23.5783","19.3","16.722","20.9198","28.6087","13.4473","10.5154","13.9902","18.8533"
"502","177","2020","26.7462","25.4088","27.2","28.4707","30.3242","28.6615","31.1826","31.5663","24.0429","22.7956","24.1315","25.9109"
"503","178","2020","27.7659","19.5901","30.3348","36.0978","32.0286","23.5253","35.9207","41.7152","24.1967","16.1846","26.0207","31.9978"
"504","179","2020","10.0857","5.17143","15.2141","24.6598","14.6143","10.2747","21.8283","31.7935","6.4","0.956044","9.00761","17.9533"
"505","180","2020","4.91319","0.901099","10.1598","18.0598","7.49231","3.05385","14.4326","22.5815","2.34286","-1.4","5.97391","13.7022"
"506","182","2020","23.9099","24.7308","23.2717","21.2859","27.9527","29.9681","27.8043","25.2435","20.633","20.1396","20.6935","17.7065"
"507","188","2020","6.94396","-2.05824","3.90109","14.8924","9.62527","0.470787","7.59888","18.3122","4.46484","-4.56742","1.62921","12.6967"
"508","190","2020","26.325","27.4167","27.416","26.3762","30.7687","31.85","32.08","31.6429","23.2719","24.0833","24.176","22.4905"
"509","191","2020","11.4956","7.15824","15.062","23.4033","15.4736","12.0022","19.487","27.6011","7.47802","2.12967","9.57826","18.213"
"510","194","2020","27.622","23.3132","23.1207","27.8989","31.3033","27.1242","26.4913","30.6293","24.1264","20.2516","20.6283","25.2598"
"511","195","2020","10.744","6.47582","15.3793","23.8043","14.4615","10.8044","21.0924","29.6815","8.09341","3.10879","10.6054","18.8967"
"512","196","2020","27.2099","28.1231","28.662","26.3304","30.0703","31.089","31.4696","28.5946","24.8593","25.6791","26.1185","24.6793"
"513","197","2020","27.5692","27.5308","28.2978","26.4739","30.1736","31.0538","30.9413","28.0196","24.8626","24.8044","25.7174","24.1957"
"514","198","2020","28.0593","28.2681","29.1152","28.1076","31.5462","32.1725","32.7761","30.7761","25.6209","25.7659","26.6022","26.0152"
"515","200","2020","8.38791","4.61538","13.767","21.4587","11.3593","8.03626","19.1978","26.9207","5.63077","1.16593","8.08681","16.2163"
"516","201","2020","9.35165","6.26264","15.1674","22.738","13.1681","11.0714","21.2522","28.9","6.56484","2.53956","9.40326","17.3109"
"517","202","2020","27.2352","27.7846","27.4022","26.9891","32.0692","32.4648","32.2652","31.7696","23.9714","24.611","24.388","23.9641"
"518","205","2020","4.09121","6.30879","0.9","-2.9163","7.91978","10.0637","3.85978","0.776087","0.535165","2.57033","-1.38043","-5.38696"
"519","117","2020","9.85934","2.66593","16.1772","24.638","14.4319","6.87671","21.1593","27.8902","5.67253","-1.23452","11.4848","21.9011"
"520","207","2020","10.2066","6.54719","12.8674","23.5913","13.789","10.7714","18.1989","29.612","6.74615","3.71758","8.80978","17.5424"
"521","208","2020","27.4473","27.9692","28.7891","27.8359","30.6396","32.0758","31.888","30.1424","24.6857","24.3615","25.7967","25.7359"
"522","183","2020","27.5407","25.889","27.6511","28.8978","30.3143","28.7385","30.3717","31.3924","25.3824","23.7604","25.5141","26.9696"
"523","185","2020","26.4273","25.3357","27.15","28.4235","29.0333","27.9417","30.087","30.9","24.1697","23.1345","24.8196","26.4388"
"524","186","2020","26.4407","25.1429","26.875","27.5109","29.2176","28.1989","29.7457","30.2609","23.9978","22.4242","24.2446","25.0043"
"525","187","2020","27.5407","25.889","27.6511","28.8978","30.3143","28.7385","30.3717","31.3924","25.3824","23.7604","25.5141","26.9696"
"526","209","2020","31.722","26.1703","35.5478","33.9467","37.8934","33.0637","42.0685","39.0761","25.6242","19.5703","28.6554","28.7913"
"527","211","2020","0","-19.9353","-10.6105","1.78","0","-16.5824","-8.44737","3.64","0","-23.8588","-12.9684","0.49"
"528","213","2020","7.42308","2.93407","8.76593","16.7576","9.7033","5.1978","13.1739","21.1848","4.85165","0.391209","3.43152","11.9685"
"529","192","2020","0","27.6","0","0","0","30.6","0","0","0","24.6","0","0"
"530","216","2020","22.6945","18.1088","24.6978","30.3793","25.3802","21.9077","28.6761","35.1565","20.567","15.2044","21.4152","26.9457"
"531","219","2020","27.6648","28.5835","30.4239","29.3728","31.8143","33.756","35.4185","33.95","24.4527","25.2121","27.3728","26.088"
"532","220","2020","27.9379","27.6733","27.6206","26.2576","30.6402","30.1767","29.925","29.203","25.792","26.0544","25.7235","23.4394"
"533","221","2020","27.6132","28.7538","28.1696","25.6457","31.3198","33.6055","31.8391","28.95","24.5352","25.033","25.3098","23.6141"
"534","223","2020","23.9744","26.1","24.1605","22.2576","26.6779","29.1506","27.0198","24.9153","21.7163","23.4609","21.6802","19.8518"
"536","224","2020","26.6604","25.6978","27.2761","27.187","32.089","31.1088","32.7293","32.55","23.0253","21.5077","22.9326","23.5196"
"538","225","2020","17.9484","13.2077","19.2261","26.9457","23.0099","18.311","24.3576","32.7022","13.8176","8.87363","14.7587","21.8011"
"539","227","2020","11.4484","7.49451","22.3902","30.5761","17.0033","12.5725","28.2359","36.7054","6.3956","3.17253","16.3087","24.1402"
"540","228","2020","25.9033","23.5422","26.0663","27.6587","29.3374","26.4744","29.4391","30.6185","23.1176","20.91","22.9228","24.8957"
"541","229","2020","28.7297","28.6033","29.4522","28.663","31.7262","31.2746","32.4709","31.5935","25.4809","25.5224","26.4569","25.6712"
"542","242","2020","27.1791","25.5176","27.4457","29.0467","30.0385","28.6604","30.2815","32.1402","24.7747","22.9857","25.0772","26.6576"
"543","231","2020","7.56813","3.08791","12.5913","21.35","10.7154","6.04396","18.3576","27.7207","4.55055","0.153846","6.94506","15.1076"
"544","232","2020","26.8747","20.5385","31.1043","36.0717","33.6319","25.8143","38.0783","42.9891","20.5681","15.6209","25.187","30.4522"
"545","233","2020","8.85604","5.95824","11.1815","16.7554","11.1912","8.51868","15.925","21.088","6.56593","3.43736","6.6989","12.5717"
"546","234","2020","12.4879","6.56484","16.1304","25.8","17.2209","11.1934","21.1207","30.5457","8.23736","2.15714","11.5913","21.6663"
"547","236","2020","17.3407","22.3802","16.1043","11.3348","21.8846","26.9978","20.2348","15.3793","12.6527","18.0505","12.4641","7.54674"
"548","238","2020","24.5714","26.411","24.0478","22.6826","29.2273","30.7122","28.4062","26.7867","19.9866","22.4528","20.1494","18.8318"
"549","96","2020","14.2978","10.2604","17.6283","26.137","19.0879","15.1055","22.7924","32.5022","9.9956","5.68022","12.0783","20.4174"
"550","239","2020","27.3582","26.6198","26.6652","27.2207","31.5165","30.6187","30.6965","31.7321","23.8011","23.422","23.7376","23.8821"
"551","240","2020","22.5912","19.2418","25.9652","29.5978","25.9626","21.9297","29.6543","33.6109","19.8538","17.0396","22.7304","26.4913"
"552","243","2020","27.0176","27.478","27.9522","27.0598","29.6571","30.3989","30.937","29.5293","24.4582","24.667","25.3174","24.7359"
"553","244","2020","20.926","17.6673","20.4707","24.6042","27.0805","24.5808","26.8931","31.4889","16.6","12.4846","15.4966","20.4333"
"555","248","2021","4.52308","-2.03","7.75824","15.8098","6.67692","0.595556","11.2769","18.9587","1.46593","-5.36333","3.53846","11.6"
"556","1","2021","14.6846","9.19","16.5728","26.8489","20.4275","14.3989","22.9692","33.5783","10.311","4.79889","11.2857","21.2402"
"557","2","2021","18.3077","15.1167","18.95","25.6359","20.8527","17.9167","23.4141","31.4957","15.3538","12.0744","16.6087","23.3739"
"558","3","2021","27.4176","27.2956","27.2663","26.6924","30.0802","30.1233","29.9022","29.0652","24.9769","24.8422","25.0076","24.8261"
"559","5","2021","25.7626","27.2733","26.6772","23.312","28.6769","31.3222","30.9717","25.975","23.6989","24.1978","23.6641","21.1717"
"560","6","2021","27.3802","25.3411","26.2337","27.787","29.1385","27.28","28.2848","29.7848","25.5396","23.5022","24.6228","26.1098"
"561","8","2021","27.3451","25.4933","26.5163","27.9652","29.7736","27.7422","28.8174","30.3402","25.2538","23.5533","24.6783","26.1283"
"562","9","2021","19.189","23.4933","16.2163","12.1152","23.3385","28.2089","19.8467","16.0478","15.3516","19.9056","12.6207","8.71087"
"563","11","2021","28.2681","26.5678","27.6891","28.5761","31.0198","29.2756","30.4272","31.4467","26.1923","24.4533","25.9478","26.5402"
"564","13","2021","9.72198","4.37889","14.6783","22.4359","12.0659","6.93444","18.5076","26.3859","7.54066","1.98444","10.7793","18.5554"
"565","14","2021","12.6033","5.43556","16.788","26.9674","15.8363","8.31333","21.6793","32.188","9.13517","2.82556","12.1391","21.4913"
"566","15","2021","25.4824","22.3744","25.613","28.3761","29.778","26.618","30.1739","32.5967","20.6484","18.5933","20.7413","23.2674"
"567","16","2021","26.9714","19.7356","30.3033","35.6011","30.1549","22.87","35.2641","40.1435","24.4516","17.0367","26.6783","32.4054"
"568","17","2021","26.467","22.5411","29.6424","29.025","30.3253","27.1833","33.5185","31.9152","22.9462","18.1578","26.2957","26.8283"
"569","18","2021","27.6868","26.21","27.1717","27.8348","30.6264","28.9278","29.875","30.6761","25.3582","24.2156","25.1511","25.4326"
"570","19","2021","4.68132","-3.80111","11.15","19.138","7.77363","-1.08222","15.9891","24.3913","1.48681","-7.13556","6.0087","13.6652"
"571","20","2021","8.98901","4.98333","12.0174","17.5772","12.0319","7.85","16.5457","21.513","6.24505","2.31444","7.54239","14.1033"
"572","22","2021","28.0582","28.6747","28.5185","26.2705","31.091","31.823","31.2037","28.7426","25.13","25.24","24.7917","24.5"
"573","23","2021","22.6791","17.9289","21.0076","26.9261","25.0308","20.1389","23.5217","29.375","19.8066","15.43","18.513","24.288"
"574","29","2021","-0.981319","0.909302","-0.0719101","-3.22065","-0.132967","1.64651","0.865169","-1.46848","-1.81648","0.181395","-0.975281","-4.89239"
"575","241","2021","27.2582","25.2667","26.3783","27.9511","30.0176","28.0111","28.9261","30.4511","24.9121","23.2078","24.3272","25.7391"
"576","32","2021","27.2659","26.8489","27.625","27.387","31.7033","30.3633","31.9652","32.075","23.8516","23.6478","23.0587","23.487"
"577","34","2021","30.6231","29.7056","34.2815","28.9239","38.2044","38.2011","40.9","33.8772","23.9275","21.6444","27.9957","24.9772"
"578","36","2021","27.3495","27.1489","29.6478","28.5772","30.6769","31.7222","34.4696","33.1217","24.6187","22.3833","26.05","25.5739"
"579","38","2021","5.67363","-6.52556","12.6315","20.2489","9.94615","-2.12778","18.5337","25.6543","1.40659","-10.9211","6.72609","14.962"
"580","39","2021","25.8099","22.8711","23.4989","26.0967","29.2747","27.4111","27.2815","29.4033","23.5253","20.1278","20.8848","23.6696"
"581","40","2021","27.9934","26.3522","28.0402","29.2685","30.9286","29.1456","30.6511","32.038","24.1582","22.76","24.5011","25.2641"
"582","41","2021","28.3956","29.4522","29.7402","27.8478","34.833","36.9767","35.575","33.3739","24.022","23.0989","25.0739","24.1891"
"583","42","2021","30.3484","28.1456","34.5576","29.7033","39.3703","37.2667","42.5217","35.5804","21.8659","18.9033","26.6989","25.1098"
"584","44","2021","8.35165","-0.0977778","18.7272","24.7967","16.0714","7.71889","26.1022","30.6891","3.02637","-6.09444","11.8489","20.9076"
"585","45","2021","25.8571","26.3056","27.1163","25.9739","28.1451","29.0322","29.5522","27.7761","24.367","24.2222","25.3043","24.663"
"586","46","2021","26.2209","27.1656","27.2315","26.388","27.9242","29.6356","29.0217","27.8174","24.6802","24.9911","25.6511","24.9533"
"587","48","2021","27.311","27.57","26.7652","24.9696","31.4934","31.14","30.662","29.1783","24.0011","24.34","23.2391","21.0902"
"589","49","2021","27.4527","26.0889","25.8163","27.0859","32.1549","29.9878","29.3707","32.4837","23.9967","23.1744","22.9587","22.5391"
"590","51","2021","23.8769","26.3844","24.9196","22.9967","27.2582","29.3967","27.8837","26.0098","20.7692","23.3044","21.9065","20.0228"
"591","53","2021","9.45934","5.95333","15.4418","23.9793","13.0703","10.0667","21.4637","30.2283","6.23077","2.28556","10.389","18.9793"
"592","54","2021","23.8484","21.882","25.787","26.6217","29.244","27.6404","31.3587","31.9793","19.2429","16.5551","20.8457","22.6511"
"593","55","2021","27.7648","26.2478","27.0924","28.238","30.5143","28.7389","29.788","31.1283","25.5725","24.2933","25.3522","26.0717"
"594","56","2021","19.1648","12.4472","21.6912","30.0978","25.6857","18.627","29.5791","37.6228","14.3659","8.15281","15.1407","23.775"
"595","57","2021","8.29011","2.46556","12.9187","19.85","11.4297","5.52556","17.6077","24.6065","5.3022","-0.428889","7.82308","15.2728"
"596","58","2021","27.2736","28.0289","28.1652","26.288","33.7319","35.3831","34.2576","31.2446","23.1044","22.336","23.7348","23.1587"
"597","59","2021","8.38461","1.37444","11.4879","18.4728","10.1209","3.46","14.9505","21.7185","6.53407","-0.622222","8.16923","15.538"
"598","60","2021","29.0736","25.2233","30.1663","34.8913","32.3011","28.12","33.6457","39.5207","26.044","22.5178","27.2152","31.2543"
"599","61","2021","26.4363","24.7112","26.2859","27.1304","30.7824","29.0079","30.8109","31.3707","23.8264","22.1506","23.1815","24.3663"
"600","62","2021","25.2538","23.6311","24.5196","26.0533","29.4835","27.9022","28.1641","29.6217","22.3275","20.5911","21.6337","23.4217"
"601","64","2021","22.2176","16.6389","24.5935","30.5391","26.5538","21.6922","31.3141","36.1217","18.3736","12.3233","18.275","25.4337"
"602","65","2021","26.978","26.6044","27.6467","26.9054","32.3813","32.6111","32.4283","31.4391","22.7989","21.3778","23.3413","22.863"
"603","66","2021","26.8956","27.7722","27.2772","25.863","30.1802","31.8544","30.9772","29.0283","23.778","24.1444","23.8065","23.4261"
"604","68","2021","3.82747","-3.78667","8.91522","16.9391","6.19231","-1.50667","13.1304","20.4196","1.33187","-6.24111","4.43736","13.1707"
"605","70","2021","7.7978","10.6427","5.93043","4.01957","11.1934","14.0831","8.19565","6.02826","5.02308","7.75618","3.54565","2.07065"
"606","71","2021","6.97473","4.09889","6.02391","11.263","8.28901","5.67667","8.24783","12.4815","5.52527","2.25667","3.94783","10.0815"
"607","72","2021","25.4769","26.3844","24.8826","23.2989","29.5901","30.6644","28.5543","27.0609","21.9462","23.0411","21.7761","20.2326"
"608","73","2021","3.57912","-4.86889","9.03696","17.0283","5.64615","-2.09889","12.6967","20.3859","1.16923","-7.89778","5.38804","13.5848"
"609","74","2021","9.90989","6.61111","13.7837","19.5772","13.1462","9.77556","19.2413","24.3533","7.18462","3.93111","9.16522","15.8"
"610","75","2021","24.9275","22.5422","22.7413","24.9098","31.8714","29.7311","30.4685","32.2293","15.7582","14.3922","12.512","14.2957"
"611","76","2021","26.1286","27.0344","26.7239","25.2489","29.6297","30.68","30.512","29.0217","22.711","22.9289","22.8435","21.7174"
"612","77","2021","24.3692","26.4911","22.9489","21.188","27.9","30.6667","27.738","24.7728","18.5264","18.3889","13.1826","16.5413"
"613","78","2021","26.5297","27.2822","26.9859","25.5707","29.3582","30.1722","30.0717","27.8467","23.9945","24.4989","24.1957","23.4935"
"614","79","2021","27.1956","24.9744","25.3359","27.0804","34.4571","35.0644","33.213","32.0685","22.1659","17.9067","20.4457","23.3717"
"615","81","2021","7.38242","1.40667","11.6424","18.1304","9.95494","3.98222","15.8739","22.1109","4.99121","-0.976667","7.18587","14.2359"
"616","82","2021","27.9275","28.7644","28.8163","26.3207","31.7648","33.0567","32.7293","29.8913","25.0769","25.7767","25.8783","23.9533"
"617","83","2021","17.3802","14.12","18.3163","23.137","19.8802","16.3422","21.487","27.1043","15.167","12.0667","15.925","20.1228"
"618","84","2021","16.6154","11.9344","19.0435","28.5239","20.6352","16.2644","24.3783","33.8033","13.4758","8.58889","14.4913","24.0402"
"619","85","2021","-1.11538","-4.82667","0.405495","7.47391","1.68791","-2.06778","4.18132","11.4652","-3.22637","-7.05556","-2.12527","4.75217"
"620","86","2021","27.6538","26.2533","27.0717","27.6141","30.5022","29.2478","29.5261","30.1587","25.1967","23.9678","25.0489","25.137"
"621","87","2021","25.5418","24.1156","25.7848","26.4033","29.9066","28.1689","29.4935","30.7293","18.5868","19.9656","20.625","17.1761"
"622","88","2021","27.7011","26.9822","28.0261","28.2598","30.4242","30.2344","31.2587","31.125","24.8527","24.5167","25.3707","25.5054"
"623","90","2021","11.9044","7.45778","10.9077","16.5228","13.7044","9.13","13.7769","19.1141","9.95165","5.81111","8.20879","14.3587"
